nome,cpf,data_nascimento,email,logradouro,numero,complemento,bairro,cidade,estado,cep
Sr. Benjamin Teixeira,290.531.764-70,2008-09-29,lunasilveira@hotmail.com,Estrada Pinto,1,,Marilandia,Freitas,PI,80667-719
Sr. Juan Campos,758.239.460-74,1969-09-25,oliveiravicente@castro.com,Lago de Melo,93,,Salgado Filho,Farias da Prata,SP,97085380
Francisco Peixoto,612.570.894-20,1956-01-07,daniel97@da.br,Área Carlos Eduardo Farias,535,,Conjunto São Francisco De Assis,Araújo da Praia,RO,76188856
Davi Lucca Barbosa,170.394.265-52,1965-02-12,silvavitor@yahoo.com.br,Alameda de Oliveira,1,,Juliana,Fogaça,AL,64873044
Yuri Freitas,389.571.026-12,2007-09-17,davi-lucca27@hotmail.com,Lago de Jesus,1,,Ápia,Sales das Flores,BA,22638-329
Enrico Nunes,287.345.961-19,1946-02-24,da-costanoah@yahoo.com.br,Setor de Ferreira,173,,Nova Gameleira,Costela de Minas,PE,51430-823
Thomas da Rosa,863.719.042-13,1949-01-17,giovannajesus@yahoo.com.br,Chácara Nunes,39,,Conjunto São Francisco De Assis,da Cruz,PB,67184-975
Calebe Sales,610.492.753-06,1999-05-09,giovannafogaca@gmail.com,Trevo Mariana Gonçalves,32,,Engenho Nogueira,Cardoso do Campo,BA,410058
Sophia Pinto,084.936.152-42,2008-03-25,maria-fernanda27@da.com,Estação Pedro Miguel Teixeira,79,,Aparecida 7ª Seção,Carvalho,PI,78388236
Marcelo Melo,548.306.297-38,1934-10-31,salesluiz-miguel@ig.com.br,Pátio Gabrielly Nogueira,24,,Vila Do Pombal,Alves,MT,21488372
Maria Fernanda da Cunha,832.765.910-30,1985-05-22,yago42@hotmail.com,Rodovia de Gonçalves,456,,Dom Silverio,Porto de Minas,RN,44489100
Emilly Alves,158.936.270-59,1936-01-06,caua67@gmail.com,Vila de Melo,35,,Tiradentes,Azevedo do Amparo,SP,19877-532
Dr. Enzo Cunha,542.078.913-23,2006-01-06,claricecaldeira@barbosa.br,Quadra Correia,99,,Santa Rita De Cássia,da Paz,MT,27756266
Maria Alice Souza,604.219.857-20,1989-02-05,leonardo23@uol.com.br,Avenida Caldeira,24,,Belmonte,Barbosa,AP,36358124
Pietro da Cruz,970.681.245-85,1951-01-09,erickda-luz@hotmail.com,Passarela de da Paz,70,,Jardim Dos Comerciarios,Oliveira do Galho,MG,32221274
Guilherme da Mata,437.985.612-73,1940-08-18,miguel41@ig.com.br,Parque Nascimento,31,,Tiradentes,Carvalho de Campos,MT,45878284
Alexia das Neves,354.182.706-80,2003-07-14,da-cunhacalebe@azevedo.org,Lagoa de da Luz,1,,Rio Branco,Fernandes da Praia,GO,77047764
Kevin Porto,541.630.927-06,1972-12-25,teixeiracaua@bol.com.br,Condomínio de Alves,93,,Leonina,Moreira,AM,66168-416
João Guilherme Lima,784.201.693-31,1962-10-22,yurimendes@ig.com.br,Avenida de Pinto,511,,Engenho Nogueira,Porto,DF,97570816
Maria Julia Souza,832.417.965-82,2001-05-20,thomasbarbosa@silva.org,Distrito Araújo,5,,Indaiá,da Rocha dos Dourados,SC,43186-001
Eduarda Freitas,428.153.907-79,2004-05-24,pirescaio@hotmail.com,Ladeira Eduarda Costela,34,,Jatobá,da Rocha,MA,40712572
Pietro Correia,138.976.520-21,2001-12-08,anamendes@da.br,Vila Alice Aragão,47,,Vila Nova Paraíso,Peixoto de Pinto,PE,93255-981
Sr. Danilo Fernandes,693.405.821-60,1941-10-19,thalesalmeida@uol.com.br,Distrito de da Mota,746,,Caiçara - Adelaide,Melo,RN,94506329
Ian da Luz,786.143.290-40,1943-10-03,samuelpires@yahoo.com.br,Praia de da Mata,946,,Vila Mantiqueira,Monteiro do Sul,RR,4078055
Nicole Moreira,948.715.603-84,1961-08-01,da-rosasarah@da.com,Campo Vitor Hugo Viana,223,,Nova Cachoeirinha,da Conceição,AL,7006927
Olivia da Rocha,651.234.978-46,1946-01-14,alvesnoah@cunha.br,Lago Emanuel da Luz,142,,Vila Madre Gertrudes 1ª Seção,Castro,AC,43463-199
Bruno Mendes,249.867.350-47,1977-03-13,maria-fernandacavalcanti@uol.com.br,Área de Nogueira,30,,Vila Paquetá,Martins da Serra,AC,96092-630
Sr. Yago Ramos,520.167.839-40,1965-05-06,cavalcantipedro-lucas@duarte.br,Trevo Bryan Aragão,383,,Dom Bosco,Pereira,SE,75866-067
Sr. Lorenzo Rocha,815.072.649-76,1935-08-24,costaana@correia.br,Passarela Pereira,87,,Jardim Dos Comerciarios,Pires,SP,66026866
Elisa Ramos,645.871.203-08,1979-04-05,melojoao-lucas@barbosa.br,Estação Evelyn Gomes,48,,Gutierrez,da Luz do Campo,SE,63459400
Alexia Carvalho,940.368.172-13,1934-11-12,rebeca43@lima.org,Avenida Costa,83,,Bom Jesus,Cunha,MT,78702-260
Stella da Luz,756.209.841-76,1977-07-19,gabriellyaraujo@peixoto.br,Pátio Fogaça,32,,Nova Esperança,Novaes Verde,PA,28263-242
Lara Novaes,548.192.706-30,1996-12-20,agatha08@rodrigues.br,Travessa Costa,6,,Leonina,das Neves Alegre,RR,81636-303
Maria Costela,541.680.732-62,1933-12-14,carvalholeandro@hotmail.com,Chácara de Monteiro,75,,Caetano Furquim,Rocha,ES,99818316
Augusto Campos,672.540.319-07,1947-02-16,alicia06@aragao.br,Praça de Alves,3,,Vila Paquetá,Pinto,PA,02810-576
Davi Fogaça,698.125.047-02,2008-10-24,duartecaio@bol.com.br,Sítio de Nogueira,96,,Tupi A,Pires de Caldeira,BA,00896-066
Dr. Luiz Gustavo Melo,439.761.085-10,1971-08-12,ecampos@dias.br,Rua Agatha Cunha,36,,Xangri-Lá,Gomes,PE,72624460
Dr. Luigi Pereira,465.830.172-53,1980-05-31,catarinabarbosa@azevedo.net,Alameda Julia Souza,105,,Vila Minaslandia,Farias,DF,60554000
Pedro Lucas Barbosa,940.351.682-89,1983-01-17,xda-rocha@da.br,Via de Barros,2,,Vila Oeste,das Neves,SC,86638976
Vitória da Rosa,159.328.467-55,1949-07-27,fariascaua@fogaca.com,Feira de Rezende,4,,Vitoria Da Conquista,da Mota das Pedras,PA,8088345
Emanuella Oliveira,204.187.359-05,2002-06-19,camila03@yahoo.com.br,Avenida Moraes,179,,Conjunto Novo Dom Bosco,Vieira da Praia,MA,37290753
Caio Caldeira,142.908.756-02,2001-06-09,juan35@gmail.com,Área de Rezende,12,,Dona Clara,da Rocha,SP,66953-351
Mariane Santos,845.023.917-60,2003-01-01,ana39@fogaca.net,Rodovia de Gomes,99,,Nova Suíça,Porto,MS,78199883
Ian Azevedo,519.684.072-94,1941-05-15,isabelladas-neves@uol.com.br,Rodovia de Fernandes,6,,Vila Jardim Alvorada,Nascimento de Goiás,SC,10013486
Ana Pires,157.468.923-19,2009-10-09,esther58@porto.com,Área Lopes,6,,Chácara Leonina,Barros Paulista,AC,5629046
Emanuel da Conceição,590.467.183-01,1974-09-20,ofernandes@bol.com.br,Praia da Mota,4,,Vila Antena,da Paz de Santos,RR,06496-837
Luana Moreira,047.659.123-61,1936-11-15,murilosilva@da.br,Trevo de Castro,7,,Vila Puc,Melo dos Dourados,MS,13149358
Bernardo da Conceição,108.736.954-10,1985-06-16,freitasvitor-hugo@moreira.br,Lagoa Mendes,39,,Braúnas,da Cunha do Norte,ES,27714220
Raul Nascimento,129.645.307-34,1965-08-17,gdias@bol.com.br,Rua Isaac Ramos,70,,Itatiaia,Almeida das Flores,AC,4743727
Sra. Isabelly Fernandes,405.981.673-66,1944-05-15,fernando03@rezende.com,Aeroporto Juan Alves,54,,Concórdia,Campos da Mata,MT,09298-168
Yago Freitas,673.805.429-74,1992-12-08,clarabarbosa@mendes.com,Pátio de Martins,89,,Inconfidência,Jesus do Sul,SP,56865-824
Fernando Correia,849.506.312-33,1959-07-02,giovanna26@monteiro.com,Feira Viana,11,,Belmonte,Monteiro,PR,20927-495
Dra. Melissa Campos,684.371.920-13,1988-11-16,peixotohelena@da.com,Favela Otávio Azevedo,9,,Barroca,Barbosa de Barbosa,SC,69675723
Gabriel Nascimento,532.179.046-99,1988-04-15,ana-liviadias@gmail.com,Vale Clara Ferreira,183,,Milionario,Viana,PA,61357853
Stephany da Luz,570.428.396-92,1936-12-02,ninaviana@bol.com.br,Vila de Nogueira,948,,Santo Antônio,Pereira dos Dourados,MT,62414032
Leandro Fernandes,518.207.463-80,1931-02-04,da-matamarcos-vinicius@yahoo.com.br,Pátio de Souza,13,,Vila Suzana Primeira Seção,Pires de Minas,PR,84182-822
Dr. Thiago Correia,491.830.527-04,2008-05-07,jrezende@pires.br,Colônia Gabriel Azevedo,76,,São João,da Rocha,SP,73323560
Maria Gomes,301.685.479-10,1993-08-04,ana-julia48@campos.com,Viela Freitas,59,,Novo Glória,Azevedo de Monteiro,PI,90536298
Rodrigo Pereira,270.384.169-87,1971-12-05,rafaeladias@da.br,Condomínio Cardoso,31,,Ouro Preto,Pinto do Sul,RS,25778070
Sr. Antônio Duarte,687.293.501-40,1995-12-09,nlima@bol.com.br,Feira Dias,92,,Conjunto Serra Verde,Castro das Flores,PE,8483212
Henrique Moura,867.420.153-90,1953-04-16,qalmeida@oliveira.org,Colônia Almeida,7,,Conjunto Minas Caixa,Nascimento de Cunha,MS,36040060
Bianca Fernandes,132.059.746-70,1987-08-14,castrorodrigo@aragao.com,Residencial de Nunes,630,,Vila Cloris,Lopes da Serra,CE,45179473
Amanda Azevedo,670.138.592-30,1992-07-13,piresluiz-gustavo@uol.com.br,Residencial Barbosa,94,,Vila São Geraldo,Barros,MA,79594188
Pietro Cavalcanti,721.563.084-62,2006-11-13,kda-mota@ig.com.br,Vereda das Neves,21,,Vila Betânia,Fogaça Alegre,PI,29384-107
Melissa Campos,073.849.651-01,1959-06-22,rochaluiz-otavio@gmail.com,Travessa Pedro Henrique Azevedo,4,,São Sebastião,Novaes da Praia,SE,97651370
Dra. Maria Clara da Conceição,786.234.159-73,1968-09-01,bruna00@freitas.br,Campo de da Rocha,94,,Graça,Cardoso,GO,69010840
Gustavo Henrique Dias,457.296.018-67,1948-06-09,luiz-felipeporto@yahoo.com.br,Lago Cardoso,13,,Vila Suzana Primeira Seção,Araújo,PB,76970-854
Fernando Teixeira,472.830.659-38,1984-07-26,mendesyasmin@hotmail.com,Rodovia de Almeida,1,,Aguas Claras,Souza Grande,AL,81130861
Luigi Pereira,709.186.352-68,1960-05-23,rebeca87@goncalves.br,Ladeira Juliana da Cruz,95,,Vila Nova,Cardoso,RN,66684-308
Júlia Martins,194.587.036-20,1946-10-06,moraesbrenda@yahoo.com.br,Trecho de da Paz,545,,Vitoria Da Conquista,Ferreira,TO,70465-150
Emanuella Lima,807.435.619-10,1985-08-25,xmoura@moraes.com,Chácara Viana,33,,Jaqueline,da Rosa,BA,54011-658
Maitê Rocha,953.146.872-91,2001-01-01,heitor88@peixoto.com,Favela de Duarte,7,,Tupi A,Caldeira,AC,46743548
Melissa Caldeira,396.520.817-95,1932-05-07,glopes@da.com,Fazenda Luiz Gustavo Barbosa,488,,Aarão Reis,Rodrigues,RS,60538441
Bruno Castro,761.834.905-39,2009-03-09,pietrooliveira@cardoso.com,Chácara Evelyn das Neves,9,,Juliana,Pereira,CE,40729448
Sra. Lavínia Cavalcanti,846.317.950-93,1998-05-05,marcelonascimento@silveira.com,Vereda de da Rocha,947,,Tupi A,Nunes,AP,94465-625
Luiz Henrique da Rosa,372.916.054-07,1992-06-16,camposigor@yahoo.com.br,Campo de Melo,11,,Universo,Rezende do Campo,AL,34762853
Maria Sophia Farias,503.768.492-74,2006-06-19,leandro10@yahoo.com.br,Jardim Elisa da Mota,23,,Ouro Minas,Nogueira,AP,94499-777
Maria Fernanda Rodrigues,217.905.846-20,1985-02-22,leandrodias@freitas.net,Lago Bianca da Rocha,174,,Vila Madre Gertrudes 2ª Seção,Almeida do Sul,SP,52181088
Sr. Luiz Gustavo Nogueira,596.831.204-15,1950-01-20,vpires@peixoto.com,Lagoa Aragão,782,,Garças,Rodrigues do Galho,SC,24766755
Bruna Nunes,512.846.793-73,1984-08-09,luiz-felipepinto@da.net,Parque Gustavo Henrique Novaes,6,,Vila Paraíso,da Paz,MA,11287-771
Brenda Cunha,729.403.815-50,1963-03-15,camilada-conceicao@farias.br,Colônia Porto,3,,Mirtes,Pires,PE,39438045
Carolina Peixoto,051.396.742-70,1953-09-12,benjamin22@hotmail.com,Quadra Marcelo Araújo,77,,Vila Trinta E Um De Março,da Rocha,MT,86952-721
Vinicius Jesus,395.427.106-07,1930-10-14,bfreitas@bol.com.br,Esplanada de Vieira,87,,Cônego Pinheiro 2ª Seção,da Cunha,AM,16756-522
Felipe Araújo,175.324.089-14,1971-04-11,da-matabernardo@da.br,Vila de Araújo,105,,Novo Ouro Preto,Moraes,BA,45210-503
Dra. Helena da Luz,581.934.706-48,2002-04-09,joao-guilherme57@da.org,Avenida Alves,79,,Carlos Prates,Porto,AM,6950487
Juliana Barbosa,391.806.425-51,1976-10-12,brenolopes@ig.com.br,Praça Carvalho,84,,Dom Cabral,da Mota Grande,AP,96184-515
Isis Campos,270.541.963-25,1940-04-26,wfarias@cunha.org,Área de Novaes,627,,Pedreira Padro Lopes,Alves da Prata,SE,64507436
Yago Duarte,425.680.379-38,1952-10-31,ssouza@souza.br,Largo de Porto,40,,Vila Califórnia,Silva,PI,45289474
